"","X2","X0.5","X0.5.1","X0.96"
"537",3,3.5,8.5,0.96
"538",3,3.5,9,0.98
"539",3,3.5,9.5,0.94
"540",3,3.5,10,0.96
"541",3,4,0.5,0.94
"542",3,4,1,0.96
"543",3,4,1.5,0.92
"544",3,4,2,0.96
"545",3,4,2.5,0.92
"546",3,4,3,0.94
"547",3,4,3.5,0.94
"548",3,4,4,0.9
"549",3,4,4.5,0.9
"550",3,4,5,0.84
"551",3,4,5.5,1
"552",3,4,6,0.98
"553",3,4,6.5,0.98
"554",3,4,7,0.96
"555",3,4,7.5,0.96
"556",3,4,8,0.96
"557",3,4,8.5,0.98
"558",3,4,9,0.94
"559",3,4,9.5,0.9
"560",3,4,10,0.96
"561",3,4.5,0.5,0.98
"562",3,4.5,1,0.96
"563",3,4.5,1.5,0.92
"564",3,4.5,2,1
"565",3,4.5,2.5,0.92
"566",3,4.5,3,0.92
"567",3,4.5,3.5,0.92
"568",3,4.5,4,0.94
"569",3,4.5,4.5,0.98
"570",3,4.5,5,0.96
"571",3,4.5,5.5,0.96
"572",3,4.5,6,0.98
"573",3,4.5,6.5,0.98
"574",3,4.5,7,0.92
"575",3,4.5,7.5,0.96
"576",3,4.5,8,0.98
"577",3,4.5,8.5,0.94
"578",3,4.5,9,0.98
"579",3,4.5,9.5,0.98
"580",3,4.5,10,0.94
"581",3,5,0.5,0.98
"582",3,5,1,0.92
"583",3,5,1.5,0.94
"584",3,5,2,0.94
"585",3,5,2.5,0.98
"586",3,5,3,0.88
"587",3,5,3.5,0.96
"588",3,5,4,1
"589",3,5,4.5,0.92
"590",3,5,5,0.96
"591",3,5,5.5,0.98
"592",3,5,6,0.96
"593",3,5,6.5,0.98
"594",3,5,7,0.98
"595",3,5,7.5,0.96
"596",3,5,8,0.96
"597",3,5,8.5,0.96
"598",3,5,9,0.92
"599",3,5,9.5,1
"600",3,5,10,0.98
"601",3,5.5,0.5,0.94
"602",3,5.5,1,0.98
"603",3,5.5,1.5,0.9
"604",3,5.5,2,0.96
"605",3,5.5,2.5,0.92
"606",3,5.5,3,0.98
"607",3,5.5,3.5,0.96
"608",3,5.5,4,0.96
"609",3,5.5,4.5,1
"610",3,5.5,5,0.94
"611",3,5.5,5.5,0.9
"612",3,5.5,6,0.96
"613",3,5.5,6.5,0.98
"614",3,5.5,7,0.96
"615",3,5.5,7.5,0.96
"616",3,5.5,8,0.94
"617",3,5.5,8.5,0.94
"618",3,5.5,9,0.98
"619",3,5.5,9.5,0.96
"620",3,5.5,10,0.94
"621",3,6,0.5,0.9
"622",3,6,1,0.94
"623",3,6,1.5,1
"624",3,6,2,0.9
"625",3,6,2.5,0.92
"626",3,6,3,0.96
"627",3,6,3.5,0.9
"628",3,6,4,0.96
"629",3,6,4.5,0.96
"630",3,6,5,0.92
"631",3,6,5.5,1
"632",3,6,6,0.98
"633",3,6,6.5,1
"634",3,6,7,0.98
"635",3,6,7.5,0.9
"636",3,6,8,0.98
"637",3,6,8.5,0.92
"638",3,6,9,0.98
"639",3,6,9.5,0.98
"640",3,6,10,0.96
"641",3,6.5,0.5,0.92
"642",3,6.5,1,0.92
"643",3,6.5,1.5,0.88
"644",3,6.5,2,0.94
"645",3,6.5,2.5,0.96
"646",3,6.5,3,0.98
"647",3,6.5,3.5,0.98
"648",3,6.5,4,0.94
"649",3,6.5,4.5,0.98
"650",3,6.5,5,1
"651",3,6.5,5.5,0.98
"652",3,6.5,6,1
"653",3,6.5,6.5,1
"654",3,6.5,7,0.96
"655",3,6.5,7.5,0.96
"656",3,6.5,8,0.98
"657",3,6.5,8.5,0.96
"658",3,6.5,9,0.94
"659",3,6.5,9.5,0.98
"660",3,6.5,10,0.88
"661",3,7,0.5,0.92
"662",3,7,1,0.88
"663",3,7,1.5,0.96
"664",3,7,2,0.94
"665",3,7,2.5,0.96
"666",3,7,3,0.92
"667",3,7,3.5,0.96
"668",3,7,4,0.98
"669",3,7,4.5,1
"670",3,7,5,0.98
"671",3,7,5.5,0.92
"672",3,7,6,0.94
"673",3,7,6.5,0.94
"674",3,7,7,0.9
"675",3,7,7.5,0.98
"676",3,7,8,0.9
"677",3,7,8.5,0.96
"678",3,7,9,0.96
"679",3,7,9.5,0.96
"680",3,7,10,0.96
"681",3,7.5,0.5,0.92
"682",3,7.5,1,0.96
"683",3,7.5,1.5,0.94
"684",3,7.5,2,0.96
"685",3,7.5,2.5,0.96
"686",3,7.5,3,0.9
"687",3,7.5,3.5,0.92
"688",3,7.5,4,1
"689",3,7.5,4.5,0.94
"690",3,7.5,5,0.9
"691",3,7.5,5.5,0.98
"692",3,7.5,6,0.92
"693",3,7.5,6.5,0.98
"694",3,7.5,7,0.98
"695",3,7.5,7.5,0.92
"696",3,7.5,8,0.96
"697",3,7.5,8.5,0.94
"698",3,7.5,9,0.98
"699",3,7.5,9.5,0.96
"700",3,7.5,10,0.92
"701",3,8,0.5,0.92
"702",3,8,1,0.98
"703",3,8,1.5,0.98
"704",3,8,2,0.96
"705",3,8,2.5,0.86
"706",3,8,3,0.92
"707",3,8,3.5,0.98
"708",3,8,4,1
"709",3,8,4.5,0.92
"710",3,8,5,0.96
"711",3,8,5.5,0.92
"712",3,8,6,1
"713",3,8,6.5,0.92
"714",3,8,7,0.98
"715",3,8,7.5,0.94
"716",3,8,8,0.94
"717",3,8,8.5,0.92
"718",3,8,9,0.98
"719",3,8,9.5,0.94
"720",3,8,10,0.92
"721",3,8.5,0.5,1
"722",3,8.5,1,0.9
"723",3,8.5,1.5,0.92
"724",3,8.5,2,0.92
"725",3,8.5,2.5,1
"726",3,8.5,3,0.96
