"","X2","X0.5","X0.5.1","X0.98"
"263",2,7,1.5,0.94
"264",2,7,2,0.96
"265",2,7,2.5,0.96
"266",2,7,3,1
"267",2,7,3.5,0.94
"268",2,7,4,0.96
"269",2,7,4.5,0.98
"270",2,7,5,0.92
"271",2,7,5.5,1
"272",2,7,6,0.92
"273",2,7,6.5,0.98
"274",2,7,7,0.9
"275",2,7,7.5,0.92
"276",2,7,8,0.94
"277",2,7,8.5,0.94
"278",2,7,9,0.98
"279",2,7,9.5,0.96
"280",2,7,10,1
"281",2,7.5,0.5,0.92
"282",2,7.5,1,0.98
"283",2,7.5,1.5,0.98
"284",2,7.5,2,0.98
"285",2,7.5,2.5,0.96
"286",2,7.5,3,0.94
"287",2,7.5,3.5,0.98
"288",2,7.5,4,1
"289",2,7.5,4.5,0.98
"290",2,7.5,5,0.94
"291",2,7.5,5.5,0.88
"292",2,7.5,6,0.96
"293",2,7.5,6.5,0.86
"294",2,7.5,7,0.96
"295",2,7.5,7.5,0.96
"296",2,7.5,8,0.96
"297",2,7.5,8.5,1
"298",2,7.5,9,0.98
"299",2,7.5,9.5,0.96
"300",2,7.5,10,0.94
"301",2,8,0.5,1
"302",2,8,1,0.98
"303",2,8,1.5,0.98
"304",2,8,2,0.96
"305",2,8,2.5,0.96
"306",2,8,3,0.96
"307",2,8,3.5,0.96
"308",2,8,4,0.98
"309",2,8,4.5,0.94
"310",2,8,5,0.92
"311",2,8,5.5,0.94
"312",2,8,6,0.96
"313",2,8,6.5,0.96
"314",2,8,7,0.98
"315",2,8,7.5,0.96
"316",2,8,8,0.96
"317",2,8,8.5,0.94
"318",2,8,9,0.98
"319",2,8,9.5,0.96
"320",2,8,10,0.96
"321",2,8.5,0.5,0.9
"322",2,8.5,1,0.94
"323",2,8.5,1.5,0.9
"324",2,8.5,2,0.94
"325",2,8.5,2.5,0.94
"326",2,8.5,3,0.98
"327",2,8.5,3.5,0.98
"328",2,8.5,4,0.98
"329",2,8.5,4.5,0.88
"330",2,8.5,5,0.94
"331",2,8.5,5.5,0.94
"332",2,8.5,6,0.92
"333",2,8.5,6.5,0.92
